author,comment,likeCount,publishedAt,label
@Bryantrip,Tapi asli keren bnget co xiomi 17 pro max,0,2025-10-30T01:06:48Z,positif
@prostaTOXIR,"Teknologi makin canggih, Xiaomi makin keren! Sambil nonton video ini, gue buka 𝘽𝙀𝙈𝟰𝘿 sekalian cari hiburan.",0,2025-10-30T08:54:27Z,positif
@xxyrunna,"sebagai iphone user, emang iphone 17 pro  ini inovasi design nya ngawur banget sih wkwk masih suka design ip 16 pro/pro max nya sih",0,2025-10-30T00:59:42Z,positif
@muhamadfarhan1111,Samsung terbaik,0,2025-10-30T05:11:39Z,positif
@dzfikhar2648,Inovasi xiomi bukan baru di cina. Sblm smsung keluarin versi layar lipat. Brand meizu udah bikin 2 layar yg keren lebih keren dr xiomi ini. Jadi yaa....,0,2025-10-29T15:08:06Z,positif
@BintangOfficial_,bagus bang,0,2025-10-30T01:56:58Z,positif
@businesscorrie,"Pro max pada Xiaomi buka tiru iphone, Tetapi Xiaomi dengan sengaja nyindir Apple, Xiaomi juga mau kasi tau yang pro max itu harus Keren dan semaksima mungkin..bukan di skip kualitinya.. sekarang ramai yang meluahkan rasa tidak berpuas hati setelah beberapa hari beli iphone kerana kelemahan iphone 17 promax gak ada kualiti lagi dari segi material body nya..bukan saja mudah kemek malah mudah calar dan paling parah warna oren bisa nge pink setelah beberapa hari menggunakannya...jadi yang ingin beli hp ip17 pm..harus beli casing siap-siap kerana jika tidak pakai casing, kebarangkalian untuk kemek calar dan rosak amat tinggi kerana body nya aluminium yang sangat mudah kemek..",0,2025-10-29T20:17:45Z,positif
@ahmadfauzuddin5697,jauh lebih bagus camera yang di kacamata itu bang david 😂,0,2025-10-30T09:54:48Z,positif
@putry3471,Yang suka blg iPhone kurang inovasi tu iri aja. Mereka mau blg android lebih inovasi. Tp mereka pke hp bukan android yang flangsip tp yang low and mid range. Android or iPhone sama aja ada harga ada rupa 😂😂😂 jgn kebanyakan iri yg masi low or mid range,3,2025-10-30T06:00:51Z,positif
@IkadiKaimana,"Tp knp pake 17 promax si namain nya , ky gmn gitu.. pdhl bagus hp nya",0,2025-10-30T08:27:21Z,positif
@sitimaesaroh2438,Bagusan redmi k90 pro max bang,0,2025-10-29T23:42:11Z,positif
@angganarizal,camera belakang yang utama cakep bgt yah tapi pas pinda ke lwnsa UW kok bagusan iphone yah MP si xioami kan gede kan yah 50MP masak kalah sama 12 MP UW ny apple,0,2025-10-29T17:16:29Z,positif
@RinaldiMulya,Suara yg lbh bagus ketika menggunakan kamera depan,0,2025-10-30T06:34:15Z,positif
@edwardrusselldjemada8723,"Gw bukan gak seneng dengan produk xiaomi, tapi semua orang tahu iphone itu trend setter bukan follower. Dan biasanya yang lebih asli lebih disukai meskipun followernya punya sejuta kelebihan.",0,2025-10-30T02:57:14Z,positif
@LensaBerita58,emang keren xiaomi inovasi menarik hapenya jadi making kece,1,2025-10-30T13:11:49Z,positif
@dianrusdiana8943,"Oppo find x9 kapan d bahas nih bang David penasaran sama generasi yg sekarang 
Yg seru x8 aja udah bagus soalnya",0,2025-10-29T15:21:24Z,positif
@helmiyaiya,"Wow panas ternyata, mi fans tidak akan suka fakta ini",0,2025-10-30T05:44:53Z,positif
@febbyfv,"Keren nih, fiuhh",0,2025-10-30T04:37:08Z,positif
@rdlovandal,KEREN,0,2025-10-29T16:35:13Z,positif
@ahmadaufa8457,"1:40 
16 angka sial kok bang,, apalagi 16%
maksudnya kan sial tuh, niat mau pergi tapi hp lowbat",0,2025-10-29T18:31:37Z,negatif
@CikolManRC,Dikasih pilih mana ipon sih tapi dijual lagi buat beli xiomi. Lumayan ada kembalian 😂,0,2025-10-29T15:21:18Z,negatif
@ryuuzaki_moon,xiaomi lagi roasting iphone.. itu lubang belakang hp kan pas logo,0,2025-10-31T04:25:47Z,negatif
@kulinerlaut5233,"Kalau resmi ya Xiaomi 17 worth it dgn spek segitu tp kalau kudu import, skip. Syg aja, duit segitu bisa dipakai beli flagship lain yg resmi dan aman.",0,2025-10-29T22:12:08Z,negatif
@irgaa7273,Review laptop lagi bang edesi 2025,0,2025-10-30T15:58:25Z,negatif
@still_str8,bg gmna tanggpan lu yg di beri opini yg cukup buruk di fb dan membuat post tsb cukup viral,0,2025-10-29T15:19:31Z,negatif
@andrian4481,Bang cobain mistibox lagi bang,0,2025-10-30T10:07:10Z,negatif
@hujanmeteor-z7g,Parah hypeOS 3 nya tidak di riview 😂,0,2025-10-30T11:52:33Z,negatif
@effendilubis2534,keren nya xiaomi dari bran murah nya sampe flagsif nya charger nya sama bagus nya kulitas nya sama,0,2025-10-29T15:02:59Z,negatif
@RayaSpaceU,25:15 klo menurut saya makah jelek kurang enak dilihat desainnya dengan menambahkan cermin kecil itu. Sudah ada tambahan layar kecil sebagai review foto kamera belakang,1,2025-10-30T04:37:24Z,negatif
@oktavianusrooselvelt5366,"nama boleh sama bng tp fitur2, inovasi2 & Acc beda bng krn biarpun fitur2 Xiaomi 17 Pro Max segunung tp dia msh ksh changer di produk flagshipnya tdk sprt merk sebelah yg cm ikut2an ngilangin changer, tipis2in body kyk merk2 buah2an.. Xiaomi mah beda.. the best dah buat Xiaomi mah..",0,2025-10-30T03:13:11Z,negatif
@aldustuga6842,Xiaomi emang best sih. Awet selalu di tangan gue😂😂😂. Lagi  nabung buat beli Poco. Coba-coba Poco karena baterainya itu loh gede❤,0,2025-10-30T13:03:59Z,negatif
@mochamadadygamaarsawijaya3580,"kalo udah di jual di indo, di review lagi bang, biar tau beda nya, suka bangeett sama ni hp",0,2025-10-30T01:28:06Z,negatif
@AyenaCreated,Chipset SDnya kayaknya jelek,0,2025-10-30T11:42:28Z,negatif
@deerpekatadeer4064,Lagi nunggu gadgetin review galaxy XR😊,0,2025-10-30T02:59:35Z,negatif
@insantuy,"klo desain yah emang gk nyontek toh poco udah duluan modul kameranya model lebar gitu & bener kata bg david, desain itu gabisa deket2an mau rilis, pasti nya udah jauh2 waktu banget. tapi kalo nama yaahhhh itu bisa banget deket2 rilis, apalagi mw nyenggol2 brand lain 🎃🎃🎃",0,2025-10-30T07:26:00Z,negatif
@fitriahardianto8118,"Gimana ceritanya Xiaomi niiru iPhone 😅 apa david lupa dulu beberapa tahun yg lalu pernah review Xiaomi yg ultra ultra an belakangnya juga begitu , walaupun saat itu dikasih touchsreen kecil doang di sebelah kamera belakang nya itu tapi dpt kamera telephoto yg nge zoom super jauh..   belum lagi para POCO versi murah yg selalu pake desain jelek  macam gitu..",0,2025-10-30T21:33:24Z,negatif
@eRDiaries_,kemungkinan panas berlebihnya dikarenakan dual layar dan hal yang wajar apalagi brightnessnya tinggi.,0,2025-10-30T09:50:21Z,negatif
@claseazul-x,"brand cina kalo gak niru nama dan konsep iphone ya gak idup mereka, kasian masih ikutin apple dan gabisa kalahin gengsi pamor apple, disuruh pake xiaomi 17 pro max ini? asli ogah, malu iya apalagi pas ditanya itu seri hape apa, fix malu parah jawabnya kaya lo make itel s25 ultra yg jiplak samsung s25 ultra, more than freaks",0,2025-10-30T01:39:26Z,negatif
@LeeMin-Eral,"Uda 3 edisi skip beli iphone karena bosen, semoga adanya xiaomi ini, apple jadi lebi inovasi. Klo ga, mmg males balik ke iphone lagi",0,2025-10-30T13:21:30Z,negatif
@JamieRedknapp-gx5fo,"lama2 5 tahun lagi, hp depan belakang layar semua 🤣",1,2025-10-30T14:51:36Z,negatif
@kunrishqee5021,"Mumpung ip lagi buruk ditahun ini,dihajar sama brand android",0,2025-10-30T06:03:44Z,negatif
@VianKaslana-u6s,"Sekarang balik lagi hp kan untuk kebutuhan sehari"" yg mudah di bawa
Kalo mau main untuk game berat dan ga panas yah mending ke pc aja udh gitu daripda banding bandingin",0,2025-10-30T16:22:38Z,negatif
@businesscorrie,"Pro max pada Xiaomi buka tiru iphone, Tetapi Xiaomi dengan sengaja nyindir Apple, Xiaomi juga mau kasi tau yang pro max itu harus Keren dan semaksima mungkin..bukan di skip kualitinya.. sekarang ramai yang meluahkan rasa tidak berpuas hati setelah beberapa hari beli iphone kerana kelemahan iphone 17 promax gak ada kualiti lagi dari segi material body nya..bukan saja mudah kemek malah mudah calar dan paling parah warna oren bisa nge pink setelah beberapa hari menggunakannya...jadi yang ingin beli hp ip17 pm..harus beli casing siap-siap kerana jika tidak pakai casing, kebarangkalian untuk kemek calar dan rosak amat tinggi kerana body nya aluminium yang sangat mudah kemek..",0,2025-10-29T20:17:45Z,negatif
@yonirisqiyanto_,"Munculnya Iphone 17 Pro Max Bener² Buat Aku Kecewa 😂 Soalnya Dari Dulu Aku Pengagum Produk Apple (walau belum pernah nyoba) 😅 Kayak Keren Gitu Inovasinya, Apalagi Iphone SE Gen 1 Behhhhhhh Keren Banget Sih Tu Hp😅",1,2025-10-30T02:37:13Z,negatif
@hkm6641,"4 angka sial, kalau 4+4 = 8 jadi angka keberuntungan, makanya kalau 8+8 = 16 jadi angka sial lagi",0,2025-10-30T09:40:47Z,negatif
@MeguGumi,"Aku punya asumsi lain tentang kenapa Xiaomi langsung loncat ke seri 17 
Menurut itu mlh bentuk kekecewaan Xiaomi terhadap Apple 
Dalam benak Xiaomi ingin mengatakan 
"" Lo itu kiblatnya gadget bnyk orang tertarik Ama produk lu Napa di seri 17 ini gak ada inovasi, cuma hanya mengubah body belakang, seperti saya ( Xiaomi) Lo ada sedikit inovasi ""
😁 Jgn masukin hati ya fans Apple, ini cuma opini gue✌️",0,2025-10-29T17:49:32Z,negatif
@riyansyah7606,"Baru kali ini lihat review bang david 90% jeleknya ini hp 10% bagusnya ini hp, efek ke amerika kah, atau apa emang xiaomi 17 sejelek itu?",1,2025-10-29T16:12:34Z,negatif
@andr.266,"Ngeliat iPhone jadi jelek banget jirr design boring cuman pindah pindah letak bulatan kamera, apalagi over price (karena LITERALLY iPhone itu barang ilegal masuk ke Indonesia wajib bayar bea masuk agar legal, apalagi tidak ada unsur TKDN, kalau mau beli maksa banget harus via iBox, <kasihan Indonesia tidak punya Apple store—Kurang investasi ke Indonesia, Singapore aja punya sih...>) makanya over price, kalau harga pasaran Amerika ya sekitaran Hp setara Rp 15 jutaan di sana🤭",1,2025-10-29T16:24:32Z,negatif
@ZeroEffort21,"Mau fanboy apple, samsung atau xiaomi sama2 gak jelas. Dapet apa sih kalian dari ngejelekin brand lain dan mendewakan brand yang kalian suka 😂",0,2025-10-29T19:24:28Z,negatif
@hendrivour,"gamau debat, cuma lagi nikmatin inovasi teknologi yg makin2 asoy.. nice nice!",0,2025-10-30T04:36:44Z,negatif
@GMsixStudio,Nonton pake poco f7 aja ngerasa udah megang HP dewa apalagi xiaomi 17 Promek beuhh,0,2025-10-30T00:24:45Z,negatif
@HanafiYusufSamAfghani,"Iya sih, kt menghindari hape flagship xiaomi dan lebih memilih midrange 13T buat daily karena itu, efisiensi daya dan all rounder nya.  Di xiaomi 12 gak nyaman banget panas sama battery life nya karena kamera oke lah cuma duh, ngerekam 1 jam aja dah musti charge lagi, medsosan 1 jam sisa 50 % wew

Software division nya musti improve lagi, hardware gila seperti itu harus dihandle software yang menguras semua potensinya dengan tidak menghilangkan kenyamanan pengguna. Imho",0,2025-10-29T15:06:31Z,negatif
@Jon_Snow171,Iphone overated balik lagi semua bakal balik ke china lagi hahahahaah,0,2025-10-30T10:16:34Z,negatif
@rharabny8939,"B aja sih ini cocoknya buat para bocil2 kali yah soalnya itu klo smp jatuh buat biaya tambahan hanya gara2 layar kecil yg pecah,,klo layar depan pecah pas lagi nelp g nampak tp layar belakang jelas diliat org klo pecah",1,2025-10-30T06:12:41Z,negatif
@insaniroefliana1518,"saya Xiaomi Fanboy, tapi jujur saja menurut saya disain Xiaomi 17 Pro Max jelek banget bagian belakangnya, jauh lebih aesthetic iPhone 17 Pro Max",0,2025-10-30T06:28:06Z,negatif
@noname-jb4rz,Tetap iphone 17 pro max bakal laris manis penjualannya drpd hp android manapun yg harganya setara. apalagi cuma Xiaomi 17 pro max rilis global aja gak ada katanya mau head to head dengan ip 17 promax,0,2025-10-30T07:53:27Z,negatif
@SIGMATANIC66,Di natlan emang tema negaranya amerika latin mexico.  Makanya lagu nya gt hmmm,0,2025-10-29T20:27:56Z,negatif
@MemeDubbinglook,"Bang riviu hp murah lagi dong bang seperti Tecno spark go 2 harga nya 900k, bisa ngasih kamera resolusi (2k)😭😭😭😅 tolong bang penasaran nih.",0,2025-10-30T12:18:58Z,negatif
@RomawiCuy,"Gw suka bet ama desainnya kaya simple tapi elegan
Gada gimmick kaya led d backdoor yg kaya hp hp gemink

Apalagi kamera ama flash d bawah misah kaya memberi kesan apa gitu enak bet gw liat",3,2025-10-30T04:28:22Z,negatif
@galeriara1,"Saya sbg orang awam , langsung mikir iphone yg niru xiomi 😂
Apalagi kamera belakangnya yg lebih inovasi, dunia juga tau...siapaaa yg jadi....siapAnyaa 😅",0,2025-10-29T15:29:28Z,negatif
@therenforeveryone,"Xiaomi Specialis Peniru Iphone
Itel Specialis Peniru Samsung

Yang Niru niru gini yang bikin brandnya Jelek dan Bikin Terlihat Murahan.",1,2025-10-29T21:59:28Z,negatif
@lambeturoh,"Sekuat dan secanggih apapun layar hp nya bg,tp klu di pakek warga +62 mu,pasti dipasangin anti gores lg,lebih parahnya, anti goresnya yg harga gocengan pula tuh,",0,2025-10-30T02:25:40Z,negatif
@Artphylios,Kok gk pernah riview laptop lagi bang,0,2025-10-30T05:22:08Z,negatif
@HereIsKhansu,"jujur gw gk kepikiran gimana xiaomi tuh bikin desain untuk produk masif, kek pabriknya tuh apa gak berubah-berubah bentuk kali ya ketika ngubah desain, belom lagi itu lcd belakang harusnya custom soalnya ngeblend bareng kamera, belom lagi kepikiran sertifikasi dkk",35,2025-10-30T01:00:31Z,negatif
@BimaSaputra2-x1g1v,"Bang davit boleh gk saya beli hp yang bekas unboxing kali aja bisa dapet diskon 🙏,saya masih pake realme 5i udah ngelag banget bng😊🙏",0,2025-10-29T19:29:52Z,negatif
@iqbalreny1227,"kalo untuk packaging sih mnurut gua gk terlalu jadi masalah, malahan msih dpt bonus hard case! lah iP dpt bonus hard case gak? 😂😂😂
kalo buat design emang btul bang iP niru pabrikan xiaomi yaitu POCO.!

kalo untuk tampilan gambar wallpaper mnurut gua gk  terlalu, yang penting INOVASI TEROBOSAN! LAH ITU IP BLAKANGNGYA SGEDE GABAN CUMA NGASIH BINGKAI DOANG FUNGSINYA APA ITU BINGKAI, GADA LAYARNYA KAN! UDAH JELAS SIH KALO MASALAH INOVASI IP KETINGGALAN. 1 LAGI SOAL ( AI ) IP KTINGGALAN JAUH.",0,2025-10-31T02:40:12Z,negatif
@zeromistake999,"opini pribadi utk flagship android, gua pilih xiaomi 17 pro max ini, krn desainnya paling elegan dibanding yg lain.",0,2025-10-30T09:28:01Z,negatif
@Henzy64,20:57 ga expect sumpah🤣🤣🤣yg masang aja kaget sama muka sendiri apalagi yg nonton 🤣🤣,0,2025-10-31T01:04:57Z,negatif
@AsusRog-b3t,"Gue biasanya selalu upgrade Iphone, baru kali ini gue skip alasannya karenaa desain IP 17 PM jelek. Jadi tetap bertahan di 16 pro max aja. Nunggu nanti kalau desain IP 18 PM bagus, baru gue upgrade.",2,2025-10-29T18:31:43Z,negatif
@tanganayah,"tungguin aja bentar lagi itel dan kawan mau bikin yang ada layar di belakang ya . he"" ..",0,2025-10-30T01:46:45Z,negatif
